language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.90  T=73.64 s (20.2 files/s, 7683.0 lines/s)"
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\webcontrols\web_datagrid_command.aspx,14,18,110
C/C++ Header,.\Engine\Dependencies\Vendor\glm\detail\_features.hpp,99,185,110
C++,.\Engine\Dependencies\Vendor\glm\gtx\transform2.inl,14,1,110
C/C++ Header,.\Engine\Dependencies\Vendor\glm\detail\type_mat2x4.hpp,41,11,109
C/C++ Header,.\Engine\Dependencies\Vendor\glm\detail\type_mat2x3.hpp,41,11,107
C++,.\Engine\Dependencies\Vendor\glm\ext\quaternion_common.inl,23,14,107
C/C++ Header,.\Engine\Dependencies\rapidjson\internal\meta.h,45,34,107
Python,.\Engine\Dependencies\Mono\lib\ironpython\Lib\iptest\process_util.py,26,15,106
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\hash.hpp,25,11,106
C++,.\Engine\Editor\Editor.cpp,44,71,106
C/C++ Header,.\Engine\EditorStateManager\EditorStates\gameState.h,22,82,106
C/C++ Header,.\Engine\Debugging\Log.h,24,27,105
XML,.\Engine\Dependencies\Mono\lib\mono\4.5\Microsoft.VisualBasic.targets,15,0,105
C++,.\Engine\Dependencies\Vendor\glm\gtx\common.inl,18,2,105
C/C++ Header,.\Engine\Dependencies\Vendor\glm\simd\geometric.h,17,2,105
C++,.\Engine\ECS\componentArray.tpp,8,43,105
C++,.\Engine\Editor\UI Layer\UIHierarchy.cpp,17,45,104
C++,.\Engine\Dependencies\Vendor\glm\gtx\matrix_query.inl,9,1,103
C++,.\Engine\ECS\Systems\AStarPathSystem.cpp,26,19,103
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\internal\fttrace.h,26,41,101
C/C++ Header,.\Engine\Dependencies\Mono\include\mono-2.0\mono\metadata\blob.h,8,9,101
C/C++ Header,.\Engine\Math\Matrix\Matrix4.h,39,23,101
C/C++ Header,.\Engine\Dependencies\Mono\include\mono-2.0\mono\metadata\assembly.h,21,15,100
C++,.\Engine\Dependencies\Vendor\glm\gtc\matrix_inverse.inl,18,1,99
C++,.\Engine\Dependencies\Vendor\glm\gtx\color_space_YCoCg.inl,8,1,98
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\compatibility.hpp,20,15,98
HTML,.\Engine\Dependencies\GLEW\doc\build.html,22,32,97
C/C++ Header,.\Engine\Dependencies\Vendor\glm\common.hpp,53,389,97
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\config\ftoption.h,137,778,96
C/C++ Header,.\Engine\Dependencies\fmod\include\fmod_errors.h,4,10,96
C/C++ Header,.\Engine\Editor\UI Layer\ConsoleLogger\ConsoleLogger.h,20,20,96
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\internal\services\svmm.h,32,29,95
C#,.\Engine\Dependencies\fmod\include\fmod_errors.cs,1,10,95
C/C++ Header,.\Engine\ECS\ECS.h,78,166,95
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\config\ftheader.h,121,609,94
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftmm.h,61,597,94
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftmodapi.h,70,642,94
C/C++ Header,.\Engine\Math\Matrix\Matrix3.h,42,34,94
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\webcontrols\temperature.aspx,4,0,93
C/C++ Header,.\Engine\Dependencies\rapidjson\stream.h,49,81,93
C++,.\Engine\Serializer\Settings\GraphicsSettings.cpp,19,22,93
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild\Microsoft\VisualStudio\v16.0\FSharp\Microsoft.FSharp.NetSdk.props,22,9,92
C/C++ Header,.\Engine\Dependencies\fmod\include\fmod_output.h,10,27,92
C/C++ Header,.\Engine\StopWatches\StringUtil\StringUtil.h,19,19,92
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftstroke.h,61,621,91
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\internal\compiler-macros.h,35,199,91
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\internal\wofftypes.h,39,182,91
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild\Microsoft\VisualStudio\v16.0\FSharp\Microsoft.FSharp.NetSdk.targets,31,44,89
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtc\type_ptr.hpp,39,102,89
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\tttags.h,16,19,88
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtc\packing.hpp,79,561,88
C/C++ Header,.\Engine\Dependencies\FreeType\include\dlg\output.h,22,63,87
XML,.\Engine\Dependencies\Mono\lib\mono\4.5\csi.exe.config,0,1,87
C/C++ Header,.\Engine\Dependencies\Mono\include\mono-2.0\mono\metadata\debug-mono-symfile.h,20,8,86
XML,.\Engine\Dependencies\Mono\lib\mono\4.5\VBCSCompiler.exe.config,0,3,86
C++,.\Engine\ECS\Systems\Physics\Ray.cpp,22,7,86
C++,.\Engine\EditorStateManager\EditorStates\SerializedOfficial.cpp,27,44,86
C++,.\Engine\Dependencies\Vendor\glm\ext\matrix_projection.inl,20,1,85
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\config\integer-types.h,58,103,84
C/C++ Header,.\Engine\Math\Vector\Vector4.h,42,21,83
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftrender.h,43,119,82
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\fttypes.h,94,439,82
C++,.\Engine\Dependencies\Gizmo\ImGradient.cpp,9,25,82
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\easing.hpp,40,97,82
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\extended_min_max.hpp,18,39,80
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\webcontrols\web_repeater.aspx,7,0,79
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\2.0\gridview\ObjectBoundGrid.aspx,11,0,79
C++,.\Engine\Dependencies\Vendor\glm\gtx\norm.inl,15,1,79
C++,.\Engine\ECS\Systems\Force.cpp,20,47,79
C++,.\Engine\Dependencies\Vendor\glm\detail\func_vector_relational.inl,9,0,78
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\quaternion.hpp,23,73,78
C++,.\Engine\Dependencies\Vendor\glm\gtx\scalar_relational.inl,9,1,78
C/C++ Header,.\Engine\Dependencies\Vendor\glm\matrix.hpp,20,63,78
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftglyph.h,63,524,77
XML,.\Engine\Dependencies\Mono\lib\mono\4.5\csc.exe.config,0,1,77
XML,.\Engine\Dependencies\Mono\lib\mono\4.5\vbc.exe.config,0,1,77
C++,.\Engine\ECS\Systems\Physics\CollisionSystem.cpp,20,16,77
C++,.\Engine\Editor\UI Layer\PerformancePanel.cpp,25,22,77
C/C++ Header,.\Engine\Math\Vector\Vector2.h,39,22,77
C/C++ Header,.\Engine\Math\Vector\Vector3.h,40,22,77
C/C++ Header,.\Engine\Dependencies\Mono\include\mono-2.0\mono\metadata\image.h,16,6,75
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\asp.net\serial.aspx,7,4,74
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\2.0\menu\menu1.aspx,3,0,74
C++,.\Engine\Graphics\Source\GraphicsApplication.cpp,12,33,74
C++,.\Engine\Graphics\Source\Sprite.cpp,30,19,74
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftwinfnt.h,26,177,73
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild\Microsoft\Microsoft.NET.Build.Extensions\Microsoft.NET.Build.Extensions.NETFramework.targets,27,48,73
C++,.\Engine\Dependencies\Vendor\glm\gtx\fast_exponential.inl,16,47,73
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\internal\ftgloadr.h,37,37,72
C++,.\Engine\Dependencies\Vendor\glm\gtc\color_space.inl,10,2,72
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild-frameworks\.NETPortable\v4.6\RedistList\FrameworkList.xml,0,0,71
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\asp.net\browsercaps.aspx,11,23,71
C/C++ Header,.\Engine\Dependencies\rapidjson\fwd.h,53,27,71
JSON,.\Party_Pantry\Config\PresetEntities\sampleEnemy3_Poly.json,0,0,71
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\internal\services\svpscmap.h,37,38,70
C/C++ Header,.\Engine\Dependencies\Mono\include\mono-2.0\mono\metadata\loader.h,35,4,70
C/C++ Header,.\Engine\Dependencies\Mono\include\mono-2.0\mono\utils\mono-counters.h,20,15,70
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild-frameworks\.NETPortable\v4.5\RedistList\FrameworkList.xml,0,0,70
C/C++ Header,.\Engine\Dependencies\rapidjson\stringbuffer.h,25,26,70
Python,.\Engine\Dependencies\Mono\lib\ironpython\Lib\iptest\runner.py,28,31,69
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild-frameworks\.NETPortable\v4.6\Profile\Profile44\RedistList\FrameworkList.xml,0,0,69
C/C++ Header,.\Engine\Dependencies\rapidjson\istreamwrapper.h,21,38,69
C++,.\Engine\Graphics\Source\Framebuffer.cpp,31,12,69
C/C++ Header,.\Engine\InputMgr\InputMgr.h,27,53,69
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\internal\services\svmetric.h,32,25,68
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild-frameworks\.NETPortable\v4.5\Profile\Profile7\RedistList\FrameworkList.xml,0,0,68
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild\Current\Microsoft.Common.props,23,87,67
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\webcontrols\web_datagrid.aspx,9,15,67
C/C++ Header,.\Engine\Dependencies\Vendor\glm\detail\_noise.hpp,14,0,67
C++,.\Engine\Dependencies\Vendor\glm\ext\matrix_relational.inl,12,3,67
C++,.\Engine\Dependencies\Vendor\glm\ext\vector_ulp.inl,7,0,67
C++,.\Engine\Dependencies\Vendor\glm\gtc\epsilon.inl,11,2,67
C/C++ Header,.\Engine\Math\Vector\Vector.h,12,17,67
XML,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\webcontrols\people.xml,4,0,66
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\range.hpp,17,15,66
C/C++ Header,.\Engine\Easing\Easing.h,7,20,66
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftoutln.h,49,472,65
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\internal\ftrfork.h,31,149,65
C/C++ Header,.\Engine\Dependencies\Mono\include\mono-2.0\mono\metadata\profiler-events.h,16,28,65
C++,.\Engine\Dependencies\Vendor\glm\ext\vector_integer.inl,20,0,65
C/C++ Header,.\Engine\WinMgr\WinMgr.h,35,40,65
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftgxval.h,36,254,64
C++,.\Engine\Dependencies\Vendor\glm\ext\quaternion_exponential.inl,13,8,64
C++,.\Engine\Dependencies\Vendor\glm\gtx\bit.inl,17,11,64
C/C++ Header,.\Engine\Dependencies\rapidjson\filewritestream.h,18,22,64
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtc\constants.hpp,33,69,63
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\rotate_vector.hpp,17,43,63
C/C++ Header,.\Engine\Dependencies\Vendor\glm\simd\integer.h,23,29,63
C++,.\Engine\ECS\Systems\BatchRenderingSystem.cpp,5,6,63
C/C++ Header,.\Engine\Dependencies\Mono\include\mono-2.0\mono\utils\mono-error.h,21,22,62
C++,.\Engine\Dependencies\Vendor\glm\ext\vector_relational.inl,10,3,62
C/C++ Header,.\Engine\Dependencies\rapidjson\error\error.h,30,69,62
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\fterrors.h,53,182,61
HTML,.\Engine\Dependencies\GLEW\doc\credits.html,11,32,61
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\matrix_major_storage.hpp,18,40,61
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild-frameworks\.NETPortable\v4.6\Profile\Profile151\RedistList\FrameworkList.xml,0,0,60
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtc\quaternion.hpp,20,93,60
C/C++ Header,.\Engine\Graphics\Source\VertexBufferLayout.h,10,21,60
Python,.\Engine\Dependencies\Mono\lib\ironpython\Lib\iptest\warning_util.py,13,0,59
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild-frameworks\.NETPortable\v4.5\Profile\Profile111\RedistList\FrameworkList.xml,0,0,59
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\type_trait.hpp,11,15,59
C/C++ Header,.\Engine\Dependencies\rapidjson\filereadstream.h,15,25,59
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\internal\fthash.h,39,38,58
C/C++ Header,.\Engine\Dependencies\fmod\include\fmod_codec.h,11,24,58
JSON,.\Engine\x64\Release\Config\PresetEntities\sampleEnemy.json,0,0,58
JSON,.\Engine\x64\Release\Config\PresetEntities\sampleEnemy2.json,0,0,58
JSON,.\Party_Pantry\Config\PresetEntities\sampleEnemy.json,0,0,58
JSON,.\Party_Pantry\Config\PresetEntities\sampleEnemy2.json,0,0,58
JSON,.\Party_Pantry\Config\PresetEntities\samplePlayer.json,1,0,58
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtc\bitfield.hpp,39,170,57
C/C++ Header,.\Engine\Dependencies\Mono\include\mono-2.0\mono\jit\jit.h,25,38,56
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\2.0\treeview\treeview.aspx,24,0,56
C++,.\Engine\Dependencies\Vendor\glm\gtc\integer.inl,9,3,56
C++,.\Engine\Dependencies\Vendor\glm\gtx\fast_square_root.inl,13,6,56
C++,.\Engine\Dependencies\Vendor\glm\gtx\matrix_transform_2d.inl,10,2,56
Bourne Shell,.\Engine\Dependencies\Mono\bin\monodocer,2,7,55
Bourne Shell,.\Engine\Dependencies\Mono\bina\monodocer,2,7,55
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild-frameworks\.NETPortable\v4.5\Profile\Profile49\RedistList\FrameworkList.xml,0,0,55
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\customcontrol\tabcontrol2.aspx,4,5,55
CSS,.\Engine\Dependencies\Mono\lib\xsp\test\mono-xsp.css,11,0,55
C++,.\Engine\Dependencies\Vendor\glm\gtx\compatibility.inl,6,1,55
C/C++ Header,.\Engine\Dependencies\Vendor\glm\integer.hpp,18,139,55
C++,.\Engine\Dependencies\Vendor\imgui\imgui_stdlib.cpp,11,10,55
C++,.\Engine\ECS\Systems\GUISystem.cpp,7,11,55
MSBuild script,.\EngineScript\EngineScript.csproj,0,0,55
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftmoderr.h,30,120,54
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\internal\ftvalid.h,34,72,54
Python,.\Engine\Dependencies\Mono\lib\ironpython\Lib\iptest\test_env.py,24,27,54
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\webcontrols\web_regularexpressionvalidator.aspx,7,0,54
C/C++ Header,.\Engine\AssetManager\AssetManager.h,20,28,53
C/C++ Header,.\Engine\Dependencies\Mono\include\mono-2.0\mono\metadata\opcodes.h,17,11,53
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild-frameworks\.NETFramework\v4.0\Profile\Client\RedistList\FrameworkList.xml,0,0,53
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild-frameworks\.NETPortable\v4.5\Profile\Profile78\RedistList\FrameworkList.xml,0,0,53
C++,.\Engine\Dependencies\Vendor\glm\gtc\matrix_access.inl,8,1,53
C++,.\Engine\Dependencies\Vendor\glm\gtx\matrix_factorisation.inl,14,17,53
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\scalar_multiplication.hpp,9,13,53
JSON,.\Engine\x64\Release\Config\PresetEntities\samplePlayer.json,0,0,53
INI,.\Engine\x64\Release\imgui.ini,14,0,53
C/C++ Header,.\Engine\AI Pathfinding\AStartPathFinding.h,28,16,52
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\databind\databind-class.aspx,5,0,52
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\2.0\treeview\treeview-databound.aspx,3,0,52
C++,.\Engine\Dependencies\Vendor\glm\detail\func_integer_simd.inl,13,0,52
C/C++ Header,.\Engine\Dependencies\rapidjson\internal\ieee754.h,14,13,52
Python,.\Engine\Dependencies\Mono\lib\ironpython\Lib\iptest\type_util.py,17,19,51
C/C++ Header,.\Engine\Dependencies\Vendor\glm\detail\type_float.hpp,14,3,51
C++,.\Engine\Dependencies\Vendor\glm\gtx\spline.inl,8,1,51
C++,.\Engine\Dependencies\Vendor\glm\gtx\type_trait.inl,5,5,51
C/C++ Header,.\Engine\ECS\Systems\ForceManager.h,20,43,51
C++,.\Engine\Editor\UI Layer\ImGuiHelpers.cpp,8,24,51
C/C++ Header,.\Engine\Graphics\Source\BatchRenderer2D.h,23,29,51
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftsystem.h,42,260,50
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\internal\services\svcfftl.h,23,17,50
XSLT,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\webcontrols\peopletable.xsl,5,1,50
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\config\ftstdlib.h,48,78,49
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild-frameworks\.NETPortable\v4.5\Profile\Profile259\RedistList\FrameworkList.xml,0,0,49
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\databind\databind-template.aspx,7,0,49
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\webcontrols\datalist.aspx,18,0,49
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\intersect.hpp,12,31,49
C++,.\Engine\Graphics\Source\texture.cpp,26,36,49
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftmac.h,31,210,48
C/C++ Header,.\Engine\Dependencies\Gizmo\ImCurveEdit.h,6,26,48
C/C++ Header,.\Engine\Editor\UI Layer\UiLayer.h,14,20,48
Visual Studio Solution,.\Engine\Engine.sln,1,1,48
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\internal\autohint.h,31,156,47
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftincrem.h,35,267,46
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild\Microsoft\Portable\Microsoft.Portable.Core.targets,19,22,46
C/C++ Header,.\Engine\Dependencies\Vendor\glm\ext\vector_common.hpp,24,134,46
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\matrix_operation.hpp,18,39,46
C++,.\Engine\Dependencies\Vendor\glm\gtx\rotate_normalized_axis.inl,10,2,46
C/C++ Header,.\Engine\Dependencies\Vendor\imgui\imgui_impl_opengl3.h,12,30,46
JSON,.\Party_Pantry\Config\GameObjects.json,0,0,46
C++,.\Party_Pantry\main.cpp,23,32,46
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\authtest\login.aspx,1,0,45
C++,.\Engine\Editor\UI Layer\ConsolePanel.cpp,8,5,45
C/C++ Header,.\Engine\Messaging\ObserverMessage.h,19,176,45
C/C++ Header,.\Engine\Serializer\Settings\GraphicsSettings.h,22,32,45
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\fttrigon.h,44,262,44
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\internal\services\svpsinfo.h,24,18,44
C/C++ Header,.\Engine\Dependencies\Mono\include\mono-2.0\mono\metadata\mono-gc.h,9,76,44
Python,.\Engine\Dependencies\Mono\lib\ironpython\Lib\iptest\__init__.py,15,32,44
C/C++ Header,.\Engine\ECS\Systems\ImguiRendererSystem.h,13,32,44
C/C++ Header,.\Engine\Dependencies\Vendor\glm\detail\compute_common.hpp,6,1,43
C++,.\Engine\Dependencies\Vendor\glm\gtx\extend.inl,4,1,43
C/C++ Header,.\Engine\Dependencies\rapidjson\cursorstreamwrapper.h,15,20,43
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftbitmap.h,32,255,42
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftlist.h,35,219,42
C++,.\Engine\Math\MathFunctions\Mathf.cpp,11,17,42
C/C++ Header,.\Engine\Dependencies\Gizmo\ImSequencer.h,10,26,41
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\webcontrols\web_listbox.aspx,1,0,41
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\missing_components.aspx,3,0,41
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\2.0\gridview\BasicGrid.aspx,3,0,40
C/C++ Header,.\Engine\Dependencies\rapidjson\internal\clzll.h,12,19,40
C/C++ Header,.\Engine\Dependencies\rapidjson\internal\strfunc.h,9,20,40
C++,.\Engine\ECS\Systems\CameraSystem.cpp,11,5,40
C++,.\Engine\Editor\UI Layer\ContentBrowserPanel.cpp,11,6,40
C++,.\Engine\Sound\SoundManager.cpp,28,32,40
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild-frameworks\.NETPortable\v5.0\SupportedFrameworks\.NET Framework 4.6.xml,0,0,39
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild-frameworks\.NETPortable\v5.0\SupportedFrameworks\Windows Universal 10.0.xml,0,0,39
C/C++ Header,.\Engine\Dependencies\Vendor\glm\ext\scalar_common.hpp,21,97,39
C/C++ Header,.\Engine\ECS\Systems\EnemyStateSystem.h,15,7,39
C/C++ Header,.\Engine\ECS\Systems\Force.h,10,39,39
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\config\public-macros.h,18,64,38
Bourne Shell,.\Engine\Dependencies\Mono\bin\mono-service2,2,0,38
Bourne Shell,.\Engine\Dependencies\Mono\bina\mono-service2,2,0,38
XML,.\Engine\Dependencies\Mono\lib\mono\4.5\sqlmetal.exe.config,0,0,38
C/C++ Header,.\Engine\Dependencies\Random.h,13,12,38
C/C++ Header,.\Engine\Dependencies\Vendor\glm\ext\scalar_int_sized.hpp,14,18,38
C/C++ Header,.\Engine\Dependencies\Vendor\glm\ext\scalar_uint_sized.hpp,14,18,38
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtc\round.hpp,18,104,38
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtc\ulp.hpp,19,95,38
C++,.\Engine\Editor\UI Layer\PlayButtonPanel.cpp,6,5,38
C/C++ Header,.\Engine\Graphics\Source\FontRendering.h,20,22,38
C/C++ Header,.\Engine\Math\MathFunctions\Mathf.h,13,30,38
XML,.\Engine\Dependencies\Mono\lib\mono\xbuild-frameworks\.NETPortable\v5.0\SupportedFrameworks\ASP.NET Core 1.0.xml,0,0,37
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\webcontrols\validator1.aspx,1,0,37
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\fast_exponential.hpp,18,40,37
C/C++ Header,.\Engine\Dependencies\Vendor\glm\trigonometric.hpp,20,153,37
C/C++ Header,.\Engine\Dependencies\rapidjson\error\en.h,16,21,37
C/C++ Header,.\Engine\Dependencies\rapidjson\ostreamwrapper.h,17,27,37
C++,.\Engine\Graphics\Source\EditorCamera.cpp,10,7,37
C++,.\Engine\StopWatches\StopWatch.cpp,6,4,37
JSON,.\Party_Pantry\Config\PresetEntities\sampleGUI.json,0,0,37
JSON,.\Party_Pantry\Config\PresetEntities\sampleGUIGreenBar.json,0,0,37
JSON,.\Party_Pantry\Config\PresetEntities\sampleGUIList.json,0,0,37
JSON,.\Party_Pantry\Config\PresetEntities\sampleGUIWhiteBar.json,0,0,37
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftbdf.h,26,150,36
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftsnames.h,29,207,36
C/C++ Header,.\Engine\Dependencies\Mono\include\mono-2.0\mono\metadata\threads.h,20,11,36
C++,.\Engine\Dependencies\Vendor\glm\gtx\vector_angle.inl,6,2,36
C/C++ Header,.\Engine\ECS\Systems\physicsSystem.h,9,19,36
C/C++ Header,.\Engine\ECS\componentArray.h,19,40,36
C/C++ Header,.\Engine\Graphics\Source\Shader.h,10,27,36
C/C++ Header,.\Engine\Graphics\Source\Sprite.h,20,20,36
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\internal\cffotypes.h,27,45,35
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\asp.net\session1.aspx,1,0,35
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\global.asax,6,0,35
C++,.\Engine\Dependencies\Vendor\glm\gtx\closest_point.inl,7,3,35
C++,.\Engine\Dependencies\Vendor\glm\gtx\color_encoding.inl,9,1,35
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\norm.hpp,16,37,35
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\spline.hpp,9,21,35
C/C++ Header,.\Engine\ECS\Systems\AStarPathSystem.h,17,8,35
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftotval.h,24,148,34
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\internal\services\svsfnt.h,24,30,34
Bourne Again Shell,.\Engine\Dependencies\Mono\bin\mono-find-provides,9,15,34
Bourne Again Shell,.\Engine\Dependencies\Mono\bina\mono-find-provides,9,15,34
C/C++ Header,.\Engine\Dependencies\Mono\include\mono-2.0\mono\metadata\debug-helpers.h,17,3,34
ASP,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\handlers\async.ashx,8,0,34
C/C++ Header,.\Engine\Dependencies\Vendor\glm\ext\vector_integer.hpp,16,99,34
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\matrix_transform_2d.hpp,11,36,34
C++,.\Engine\ECS\Systems\CollisionResponse.cpp,9,35,34
C/C++ Header,.\Engine\ECS\Systems\Physics\ImplicitGrid.h,16,5,34
C/C++ Header,.\Engine\Graphics\Source\GraphicsDebugging.h,10,21,34
HLSL,.\Engine\x64\Release\Graphics\Resources\shaders\NewBatching.shader,13,1,34
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\ftdriver.h,61,1099,33
C/C++ Header,.\Engine\Dependencies\FreeType\include\freetype\internal\services\svcid.h,18,18,33
Bourne Shell,.\Engine\Dependencies\Mono\bin\monodocs2html,2,2,33
Bourne Shell,.\Engine\Dependencies\Mono\bina\monodocs2html,2,2,33
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\asp.net\code-render.aspx,2,0,33
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\databind\databind-attribute.aspx,1,0,33
ASP.NET,.\Engine\Dependencies\Mono\lib\xsp\test\1.1\webcontrols\web_radiobuttonlist.aspx,2,0,33
C/C++ Header,.\Engine\Dependencies\Vendor\glm\ext\matrix_projection.hpp,13,103,33
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtc\reciprocal.hpp,18,84,33
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\color_space.hpp,12,27,33
C/C++ Header,.\Engine\Dependencies\Vendor\glm\gtx\fast_square_root.hpp,15,44,33
C++,.\Engine\Dependencies\Vendor\glm\gtx\matrix_cross_product.inl,3,1,33
C/C++ Header,.\Engine\ECS\Systems\Physics\Ray.h,19,16,33
C++,.\Engine\ECS\factory.cpp,6,21,33
